????? ??????;???;????????;;;;???????;????? ???;???? ???????;;????????? ???? (UAH)
???????;14251;?????? Kosadaka VOX popper 50 GTR;;;;1;4921775554061;4;;147
???????;14252;?????? Kosadaka VOX popper 50 CNT;;;;1;4921775553989;4;;147
???????;14253;?????? Kosadaka DECOY XS 75F MHT;;;;2;4921775558571;4,5;;166
???????;14254;?????? Kosadaka DECOY XS 75F GT;;;;1;4921775558540;4,5;;166
???????;14255;?????? Kosadaka DECOY XS 75F NT;;;;1;4921775558588;4,5;;166
???????;14256;?????? Kosadaka DECOY XS 75F GTR;;;;1;4921775558557;4,5;;166
???????;14257;?????? Kosadaka CORD-R XS 90F GT;;;;1;4921775554894;4,5;;166
???????;14258;?????? Kosadaka CORD-R XS 90F SBL;;;;1;4921775554979;4,5;;166
???????;14259;?????? Kosadaka CORD-R XS 90F PC;;;;2;4921775554948;4,5;;166
???????;14260;?????? Kosadaka TAKAO 70 PNT;;;;1;4921775554559;4,5;;166
???????;14261;?????? Kosadaka TAKAO 70 GTR;;;;2;4921775554504;4,5;;166
???????;14262;?????? Kosadaka TAKAO 70 SBL;;;;1;4921775554573;4,5;;166
???????;14263;?????? Kosadaka TAKAO 70 GT;;;;2;4921775554498;4,5;;166
???????;14264;?????? Kosadaka TAKAO 70 MHT;;;;2;4921775554528;4,5;;166
???????;14265;?????? Kosadaka TAKAO 70 HT;;;;1;4921775554511;4,5;;166
???????;14266;?????? Kosadaka TAKAO 55 MHT;;;;3;4921775554627;4,5;;166
???????;14267;?????? Kosadaka TAKAO 55 CNT;;;;1;4921775554580;4,5;;166
???????;14268;?????? Kosadaka TAKAO 55 GT;;;;2;4921775554597;4,5;;166
???????;14269;?????? Kosadaka TAKAO 55 GTR;;;;3;4921775554603;4,5;;166
???????;14270;?????? Kosadaka COSTA XS 60F MHT;;;;1;4921775557475;4;;147
???????;14271;?????? Kosadaka COSTA XS 60F GTR;;;;1;4921775557451;4;;147
???????;14272;?????? Kosadaka COSTA XS 60F PC;;;;1;4921775557499;4;;147
???????;14273;?????? Kosadaka COSTA XS 60F GT;;;;1;4921775557444;4;;147
???????;14274;?????? Kosadaka COSTA XS 60F PSSH;;;;1;4921775557512;4;;147
???????;14275;?????? Kosadaka GLIDE 70 MHT;;;;1;4921775554825;4;;147
???????;14276;?????? Kosadaka GLIDE 70 GT;;;;1;4921775554795;4;;147
???????;14277;?????? Kosadaka GLIDE 70 GTR;;;;1;4921775554801;4;;147
???????;14278;?????? Kosadaka GLIDE 70 CNT;;;;1;4921775554788;4;;147
???????;14279;?????? Kosadaka MAMBA XD 50F HT;;;;1;4921775534063;4;;147
???????;14280;?????? Kosadaka MAMBA XD 50F CNT;;;;1;4921775534056;4;;147
???????;14281;?????? Kosadaka INBORN XS 60F GT;;;;2;4921775553095;4;;147
???????;14282;?????? Kosadaka INBORN XS 60F GTR;;;;2;4921775553163;4;;147
???????;14283;?????? Kosadaka INBORN XS 60F MHT;;;;2;4921775553118;4;;147
???????;14284;?????? Kosadaka INBORN XS 75F NT;;;;1;4921775553026;4;;147
???????;14285;?????? Kosadaka INBORN XS 75F GTR;;;;1;4921775553064;4;;147
???????;14286;?????? Kosadaka INBORN XS 75F GT;;;;1;4921775552999;4;;147
???????;14287;?????? Kosadaka INBORN XS 75F CNT;;;;3;4921775552982;4;;147
???????;14288;?????? Kosadaka MASCOT XS 80F MHT;;;;1;4921775536814;4;;147
???????;14289;?????? Kosadaka MASCOT XS 80F NT;;;;2;4921775536821;4;;147
???????;14290;?????? Kosadaka MASCOT XS 80F SBL;;;;2;4921775536852;4;;147
???????;14292;?????? Kosadaka MYSTIC XS 95F PSSH;;;;2;4921775537941;4;;147
???????;14293;?????? Kosadaka MYSTIC XS 95F GTR;;;;2;4921775552036;4;;147
???????;14294;?????? Kosadaka MYSTIC XS 95F CNT;;;;1;4921775537866;4;;147
???????;14295;?????? Kosadaka VOX popper 60 CNT;;;;2;4921775553880;4;;147
???????;14296;?????? Kosadaka VOX popper 60 PNT;;;;1;4921775553972;4;;147
???????;14297;?????? Kosadaka VOX popper 60 PC;;;;1;4921775553934;4;;147
???????;14298;?????? Kosadaka VOX popper 60 GT;;;;1;4921775553897;4;;147
???????;14299;?????? Smith Camion SR 32mm 2,5g 20 F;;;;1;4511474126463;11,16;;456
???????;14300;?????? Smith Camion SR 32mm 2,5g 05 F;;;;1;4511474102337;8,82;;368
???????;14301;?????? Smith Camion SR 32mm 2,5g 30 F;;;;1;4511474149394;8,37;;342
???????;14302;?????? Smith Camion Magnum SSR 36mm 3,3g 55 F;;;;1;2000000143026;10,98;;449
???????;14303;?????? Smith Camion Magnum SR 36mm 3,1g 01 F;;;;1;4511474142586;10,98;;449
???????;14304;?????? Smith Camion Magnum SSR 36mm 3,3g 06 F;;;;1;4511474132631;10,98;;449
???????;14305;?????? Smith Camion DR 32mm 2,7g 31 F;;;;2;4511474149462;8,1;;298
???????;14306;?????? Smith Camion DR 32mm 2,7g 06 F;;;;1;4511474104980;8,1;;298
???????;14307;?????? Smith Camion DR 32mm 2,7g 22 F;;;;1;4511474126531;8,1;;298
???????;14308;?????? Smith Camion DR 32mm 2,7g 23 F;;;;1;4511474126548;8,1;;298
???????;14309;?????? Smith Camion DR 32mm 2,7g 03 F;;;;1;4511474104959;8,1;;298
???????;14310;?????? Smith Camion DR 32mm 2,7g 35 F;;;;2;4511474161389;8,1;;298
???????;14311;?????? Smith Camion DR 32mm 2,7g 29 F;;;;2;4511474149448;8,1;;298
???????;14312;?????? Smith Camion DR 32mm 2,7g 19 F;;;;2;4511474126500;8,1;;298
???????;14313;?????? Smith Camion DR 32mm 2,7g 28 F;;;;2;4511474142562;8,1;;298
???????;14314;?????? Smith Camion DR 32mm 2,7g 05 F;;;;2;4511474104973;8,1;;298
???????;14315;?????? Smith Camion DR 32mm 2,7g 30 F;;;;2;4511474149455;8,1;;298
???????;14316;?????? Smith Camion DR 32mm 2,7g 02 F;;;;1;4511474104942;8,1;;298
???????;14317;?????? Smith Camion Magnum SR 36mm 3,1g 695 F;;;;1;2216650357014;10,98;;449
???????;14318;?????? Smith Camion Magnum SR 36mm 3,1g 680 F;;;;1;2216650330017;10,98;;449
???????;14319;?????? Smith Camion Magnum SR 36mm 3,1g 691 F;;;;2;2000000143194;10,98;;449
???????;14320;?????? Smith Camion Magnum SR 36mm 3,1g 01 F;;;;1;4511474135137;10,98;;449
???????;14321;?????? Smith Camion Magnum SR 36mm 3,1g 09 F;;;;1;4511474135212;10,98;;449
???????;14322;?????? Smith Camion SR 32mm 2,5g 36 F;;;;1;4511474161334;9;;368
???????;14323;?????? Smith Camion SR 32mm 2,5g 22 F;;;;1;4511474126487;8,82;;361
???????;14325;?????? Megabass Griffon MR-X 45F 7.3?? gg gill;;;;1;4513473271236;15,81;;470
???????;14326;?????? Megabass Griffon MR-X 45F 7.3?? gg bass;;;;1;4513473026355;15,81;;470
???????;14327;?????? Megabass Griffon MR-X 45F 7.3?? gg chart bac bass;;;;1;4513473271342;15,81;;470
???????;14328;?????? Megabass Griffon SR-X 45F 7.0?? gg bass;;;;1;4513473019326;15,81;;470
???????;14329;?????? Megabass Griffon SR-X 45F 7.0?? gp pro blue II;;;;1;4513473259425;15,81;;470
???????;14330;?????? Megabass Griffon SR-X 45F 7.0?? table rock sp;;;;1;4513473257674;15,81;;470
???????;14331;?????? Megabass X-30 33F 1.2?? gg kingyo;;;;1;4513473013287;13;;410
???????;14332;?????? Megabass X-30 33F 1.2?? nc all-red;;;;1;4513473209574;13;;410
???????;14333;?????? Megabass X-30 33F 1.2?? mat-co-chart;;;;1;4513473029769;13;;410
???????;14334;?????? Megabass X-30 33F 1.2?? m orange-gold;;;;1;4513473209437;13;;410
???????;14335;?????? Megabass shading X-55 55SSP 3.0?? GLX SUNSHINE GILL;;;;1;4513473332142;15,81;;470
???????;14336;?????? Megabass shading X-55 55SSP 3.0?? MAT SHINKO;;;;1;4513473332135;15,81;;470
???????;14337;?????? Megabass Baby Griffon 38F 5.25?? pm ayu;;;;1;4513473204289;15,81;;470
???????;14338;?????? Megabass Live-X Smolt 48SP 3.5?? pm chiayu;;;;1;4513473029127;14;;410
???????;14339;?????? Megabass Live-X Smolt 48SP 3.5?? gg bass;;;;1;2000000143392;14;;410
???????;14341;?????? Usami Nishin 65SP-SR 7?, URO3, 0,8?;;;;1;2500000008078;3,6;;147
???????;14342;?????? Usami Nishin 65SP-SR 7?, 354, 0,8?;;;;1;2500000008016;3,6;;147
???????;14343;?????? Usami Nishin 65SP-SR 7?, 565, 0,8?;;;;1;2500000007989;3,6;;147
???????;14344;?????? Usami Nishin 65SP-SR 7?, UR11, 0,8?;;;;1;2500000008092;3,6;;147
???????;14345;?????? Usami Daiba 40S 3,7??, 019UV , sinking;;;;2;2500000013034;3,6;;147
???????;14346;?????? Usami Daiba 40S 3,7??, 565, sinking;;;;2;2500000013089;3,6;;147
???????;14347;?????? Usami KAMA 70SP-MR 10,1??, 105, 1?;;;;1;2500000012204;3,96;;162
???????;14348;?????? Usami KAMA 70SP-MR 10,1??, Ur03, 1?;;;;1;2500000012242;3,96;;162
???????;14349;?????? Usami KAMA 70SP-MR 10,1??, 486, 1?;;;;1;2500000012280;3,96;;162
???????;14350;?????? Usami Shirasu 38SP- SR 2,6?, UR10, 0,3?;;;;1;2500000003790;3,42;;140
???????;14351;?????? Usami Shirasu 38SP- SR 2,6?, UR09, 0,3?;;;;1;2500000009419;3,42;;140
???????;14352;?????? Usami Shirasu 38SP- SR 2,6?, 574, 0,3?;;;;1;2500000003820;3,42;;140
???????;14353;?????? Usami Kabu 25S-SR 2,6??, 336UV, 0,5?;;;;1;2500000011894;3,15;;129
???????;14354;?????? Usami Kabu 25S-SR 2,6??, 567, 0,5?;;;;1;2500000009822;3,15;;129
???????;14355;?????? Usami Kabu 25S-SR 2,6??, 593, 0,5?;;;;1;2500000009884;3,15;;129
???????;14356;"?????? Usami Datsu 50F-DR 2.9?, UR02, 0.8-1?	";;;;2;2500000000799;3,06;;125
???????;14357;?????? Usami Datsu 50F-DR 2.9?, 106, 0.8-1?;;;;2;2500000000768;3,06;;125
???????;14358;"?????? Usami Datsu 50F-DR 2.9?, 450, 0.8-1?	";;;;1;2500000000690;3,06;;125
???????;14359;?????? Usami Enpitsu 53DW 2,6??, 447, topwater;;;;1;2500000011191;3,6;;147
???????;14360;?????? Usami Enpitsu 53DW 2,6??, 119UV, topwater;;;;1;2500000011856;3,6;;147
???????;14361;?????? Usami Enpitsu 53DW 2,6??, 458UV, topwater;;;;1;2500000011849;3,6;;147
???????;14362;?????? Usami Shirasu 58F- SR 5,1?, UR06, 0,8?;;;;1;2500000008757;3,24;;133
???????;14363;?????? Usami Purin 38F-SR 3,9?, UR12, 0,5?;;;;1;2500000010026;3,42;;140
???????;14364;?????? Usami Tobikera 40F-MR 3,3?, UR09, 1,5?;;;;1;2500000008665;3,06;;125
???????;14365;?????? Usami Tobikera 40F-MR 3,3?, UR10, 1,5?;;;;1;2500000003042;3,06;;125
???????;14366;?????? Usami Tesuta 55SS-SR 4,7?, UR11, sinking;;;;1;2500000008573;3,33;;136
???????;14367;"?????? Usami Tesuta 55SS-SR 4,7?, 345, sinking	";;;;1;2500000008542;3,33;;136
???????;14368;?????? Usami Shirasu 58SP- SR 5,2?, UR10, 0,8?;;;;1;2500000008870;3,51;;144
???????;14369;?????? Usami Shirasu 58SP- SR 5,2?, 450, 0,8?;;;;1;2500000008795;3,51;;144
???????;14370;?????? Usami Sukeru 60SP-MR 5,1?, 565, 1,5?;;;;2;2500000010163;3,33;;136
???????;14371;"?????? Usami Jir 110SP-SR 12,5??, UR 11, 0,7?	";;;;1;2500000013362;5,04;;206
???????;14372;?????? Usami Jir 110SP-SR 12,5??, 565, 0,7?;;;;1;2500000013317;5,04;;206
???????;14373;?????? Maria MC Wake 38F 38mm 4g VGG;;;;1;4510001525861;5,58;;228
???????;14374;?????? Maria MC Wake 38F 38mm 4g CRG;;;;1;4510001525786;5,58;;228
???????;14376;?????? Maria MC-1 SS38F 38mm 4,2g BGM F 0,3-0,8m;;;;1;4510001509816;6,21;;254
???????;14377;"?????? Maria MC-1 S38F 38mm 4,2g BBH F 1,5m	";;;;1;4510001497533;5,76;;236
???????;14378;?????? Maria MC-1 S38F 38mm 4,2g GBOH F 1,5m;;;;1;4510001494891;5,76;;236
???????;14379;"?????? Maria MC-1 S38F 38mm 4,2g HTM F 1,5m	";;;;1;4510001497571;5,76;;236
???????;14380;?????? Maria MP-1 55F 55mm 5g CTM;;;;1;4510001523751;5,58;;228
???????;14381;?????? Maria MP-1 55F 55mm 5g BBOM F;;;;1;4510001503135;5,58;;228
???????;14382;?????? Maria MP-1 55F 55mm 5g WSG F;;;;1;4510001503258;5,58;;228
???????;14383;?????? Flint;;;;10;2000000143835;1,84;;68
???????;14384;?????? Spinner;;;;10;2000000143842;1,63;;60
???????;14385;?????? EOS;;;;15;2000000143859;1,35;;50
???????;14386;?????? Gold Star;;;;13;2000000143866;0,54;;25
