"91","Кресло Comfort Chair","<p>Комфортный рыболовный стульчик с мягким сиденьем<br>и спинкой. Четыре ножки стульчика устанавливаются<br>телескопически. Рыбалка, благодаря этому стульчику,<br>станет настоящим отдыхом.</p>","CZ0673","1253.70000"
"93","Кресло-кровать Eco Bedchair","<p>Легкая и стабильная раскладная кровать для долговременной<br>(многодневной) рыбной ловли, 4 ножки, можно использовать<br>и как кресло.</p>","CZ0703","2233.56000"
"94","Кресло-кровать Comfort Bedchair","<p>6 устойчивых, регулируемых ножек</p>","CZ0710","2706.06000"
"95","Кресло-кровать Full Comfort Bedchair","<p>Удобная раскладушка на 6 ножках для длительной<br>многодневной рыбалки, оснащена большими карманами и<br>дополнительной вставкой.</p>","CZ0727","3084.06000"
"96","Сумка для кресла","<p>Сумка большого размера<br>для переноски рыболовных<br>кроватей и кресел (стульев).<br>Водонепроницаемая ткань,<br>мягкий наплечный ремень и<br>наружный карман делают ее<br>незаменимой и практичной<br>Размеры: 80X20X76см.</p>","CZ7627","469.56000"
"98","Палаточный фонарик с магнитом 24 Led ","<p>Оснащена 24 светодиодами, клипсой, что облегчает крепление<br>лампы в палатке. Днем датчики автоматически отключат лампу.</p>","CZ0734","346.08000"
"99","Спальный мешок Standard Sleeping Bag","<p>Общеизвестный удобный мягкий спальный мешок, с<br>обеих сторон застегивается замком-молнией, оснащен<br>капюшоном.<br>Размер: 190X75см.</p>","CZ7610","489.03750"
"1860","Smart LED лампа для палатки","<p>Стоячая лампа из укрепленного материала,</p><p>уникального дизайна. Благодаря</p><p>встроенному USB-порту позволяет заряжать</p><p>мобильные телефоны и планшеты.</p><p>•<span style=""white-space: pre;""> </span> 2х20 диодные головки,</p><p>устанавливающиеся в любую сторону</p><p>•<span style=""white-space: pre;""> </span> 1000 mAh акумулятор</p>","CZ8212","753.06000"
"101","Сумка Carryall L","<p>Рыболовная сумка больших размеров, 4 удобных кармана,<br>водоотталкивающая нижняя часть. Практична как для длительной<br>(многодневной) так и кратковременной рыбной ловли.<br>47x27x31 см</p>","CZ7757","1005.06000"
"102","Сумка Carryall-XL","<p>Универсальная рыболовная сумка экстра большого размера с 4-мя<br>карманами из водонепроницаемой ткани. В ней сможете поместить<br>все, что может стать необходимым для удачной рыбалки.<br>59x27x37 см</p>","CZ7764","1194.06000"
"103","Чехол Rod Holdall  12’ (190x30 см)","<p>Специальный мешок для хранения и безопасной транспортировки трех удилищ. Вшитая<br>подкладка, внутри – ремни для крепления. Дополнение – отсеки, в которых можно расположить<br>другие детали рыболовного оснащения.</p>","CZ7917","910.56000"
"104","Чехол Rod Holdall   13' (205x30cm)","<p>Специальный мешок для хранения и безопасной транспортировки трех удилищ. Вшитая<br>подкладка, внутри – ремни для крепления. Дополнение – отсеки, в которых можно расположить<br>другие детали рыболовного оснащения.</p>","CZ7603","942.06000"
"105","Чехол Rod Sleeve   12' (190x25cm)","<p>Чехол из крепкой «вечной» ткани, гарантирует сохранность<br>ваших удилищ. Классический, из двух частей. Для удилищ<br>(спиннингов) для длительной рыбалки 3,6 и 3,9.</p>","CZ7924","375.06000"
"106","Чехол Rod Sleeve  13' (205x25cm)","<p>Чехол из крепкой «вечной» ткани, гарантирует сохранность<br>ваших удилищ. Классический, из двух частей. Для удилищ<br>(спиннингов) для длительной рыбалки 3,6 и 3,9.</p>","CZ7597","406.56000"
"108","Рюкзак 70литров","<p>Практический рюкзак не только для<br>рыбаков. Удобные мягкие лямки и<br>пояс. Абсолютно<br>водонепроницаемый.</p>","CZ7771","1253.70000"
"109","Сумка Shoulder","<p>Очень удобная наплечная сумка для мелких деталей, вместительная, с<br>двумя карманами и отсеком для бутылочки. Рекомендуется для<br>любителей спиннинга.<br>40x22x12 см</p>","CZ7894","438.06000"
"110","Сумка на пояс","<p>Сумка-пояс из водоотталкивающей ткани, пригодна для хранения<br>документов, телефона, фотоаппарата, бутылочки с водой и других<br>мелких аксессуаров. 55x15x5 см</p>","CZ7887","280.56000"
"111","Чехол Rod Bag (120x20x10cm)","<p>Дизайн чехла позволяет хранить в нем два спиннинга<br>с катушками.</p>","CZ7863","312.06000"
"112","Чехол Rod Bag (140x20x10cm)","<p>Дизайн чехла позволяет хранить в нем два спиннинга<br>с катушками.</p>","CZ7573","343.56000"
"113","Чехол Rod Bag (160x20x10cm)","<p>Дизайн чехла позволяет хранить в нем два спиннинга<br>с катушками.</p>","CZ7580","375.06000"
"114","Чехол двойной Double Rod Bag  (120x20x20cm)","<p>Двухсекционный чехол для удилищ из<br>водоотталкивающей ткани. Сбоку – карман для<br>аксессуаров. В трех размерах.</p>","CZ7900","501.06000"
"115","Чехол двойной Double Rod Bag (140x20x20cm)","<p>Двухсекционный чехол для удилищ из<br>водоотталкивающей ткани. Сбоку – карман для<br>аксессуаров. В трех размерах.</p>","CZ7559","564.06000"
"116","Чехол двойной Double Rod Bag  (160x20x20cm)","<p>Двухсекционный чехол для удилищ из<br>водоотталкивающей ткани. Сбоку – карман для<br>аксессуаров. В трех размерах.</p>","CZ7566","595.56000"
"119","Сумка-Чехол для садка","<p>Чехол-сумка для хранения и транспортировки<br>садка для рыбы, предотвращает распространение<br>неприятного запаха и жидкости. Практический<br>боковой карман. Внутренняя часть сумки легко<br>чистится.<br>Диаметр: 55 см</p>","CZ7948","299.46000"
"121","Мат Easy Unhooking ","<p>Удобный складывающийся мат с фиксированной<br>пришитой лентой (ручкой) по благоприятной цене.<br>Размер в сложенном виде : 34x60 см,<br>В разложенном виде : 100x60 см</p>","CZ0888","236.46000"
"1830","Карповые удилища-Masterful Carp Rod, 10' 3,00lb, 2 части","<p>Стройное удилище черного цвета</p><p>серии Masterful Carp наряду с</p><p>элегантностью излучает силу и</p><p>упругость, что делает его идеальным</p><p>во время вываживании рыбы и в</p><p>забросах.</p><p>Оснащенные кольцами для дальних</p><p>забросов 360см-ые и 390см-ые</p><p>удилища рекомендуем для дальних</p><p>точных забросов, для ловли крупных</p><p>рыб, для водоемов, где есть риск</p><p>зацепляемости.</p><p>Кроме этого, в этой серии есть два</p><p>специальных удилища – 7-либровый</p><p>спод, оснащенный кольцами для</p><p>дальних забрасываний, – для точного</p><p>кормления кормовой ракетой, а также</p><p>короткое (всего 300см) 3-либровое</p><p>удилище с характерным для карповых</p><p>удилищ параболическим строем.</p><p>Серия была изготовлена с</p><p>использованием наилучшего</p><p>углеродного волокна, значительно</p><p>укрепленного в критических точках.</p><p>Крепкие, SIC кольца на двойной ножке,</p><p>позволяющие удилищу быть гибким и</p><p>динамичным, не изламывая акционную</p><p>дугу.</p><p>Мощный металлический держатель</p><p>крепко держит катушку в любой</p><p>позиции. Рукоятка прорезиненная,</p><p>что позволяет приятно и удобно</p><p>держать удилище в руке. Классическая</p><p>металлическая пробка, клипса для</p><p>шнура.</p>","CZ8595","1283.94000"
"1696","Пончо","<p>Дождевик, складывающийся до</p><p>минимальных размеров, из легкой</p><p>но прочной ткани. Продается в</p><p>специальной сумочке для хранения и</p><p>переноски.</p>","CZ3668","106.68000"
"125","Мешок Easy Weigh Sling ","<p>Легко складывающийся, практичный размер<br>для транспортировки. Днище оснащено<br>сеткой для водоотвода. Размер: 100x65 см</p>","CZ0956","280.56000"
"1701","SPECIFIC 5000 BBC ФИДЕР+МАТЧ","<p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">SPECIFIC 5000 BBC ФИДЕР+МАТЧ. Катушка имеет две металлические шпули для матчевой и фидерной рыбалки.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">Вместительность шпуль:</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">фидерная:</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,35-200м.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,40-160м.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,45-120м.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">матчевая:</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,23-180м.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,28-150м.</span></p><p><span style=""font-size: 10pt; font-family: Verdana, sans-serif;"">0,35-120м.</span></p><p><span style=""font-size: 10.0pt; font-family: &quot;Arial&quot;,&quot;sans-serif&quot;; color: #6c6c6c;"">Передаточное число: 4,7:1</span><span style=""font-size: 10pt; font-family: Verdana, sans-serif;""></span></p><p>&nbsp;</p><p><span style=""font-size: 10.0pt; font-family: &quot;Arial&quot;,&quot;sans-serif&quot;; color: #6c6c6c;"">8+1 подшипник</span><span style=""font-size: 10pt; font-family: Verdana, sans-serif;""></span></p>","CZ2081","1224.30000"
"2270","Halibut Pellets, 8мм. , pre-drilled, 2,5кг. (перфорированный халибут-пеллетс)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверленные</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">палтусовые пеллетсы</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверлены, что</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">позволяет легко нанизать</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">их на волос. Благодаря</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">своим свойствам</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">принуждают рыбу к</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">постепенному приему</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">пищи. Рекомендуются</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">при ловле карпов, кефали</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">и сомов! Идеальны в</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">водоемах при температуре</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">от 15 градусов.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Время растворения:</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">12-20 часов</p>","CZ1983","426.49600"
"2271","Halibut Pellets, 15мм. , pre-drilled, 2,5кг.  (перфорированный халибут-пеллетс)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверленные</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">палтусовые пеллетсы</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверлены, что</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">позволяет легко нанизать</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">их на волос. Благодаря</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">своим свойствам</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">принуждают рыбу к</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">постепенному приему</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">пищи. Рекомендуются</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">при ловле карпов, кефали</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">и сомов! Идеальны в</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">водоемах при температуре</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">от 15 градусов.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Время растворения:</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">12-20 часов</p>","CZ1990","426.49600"
"2272","Halibut Pellets, 20мм. , pre-drilled, 2,5кг. (перфорированный халибут-пеллетс)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверленные</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">палтусовые пеллетсы</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Просверлены, что</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">позволяет легко нанизать</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">их на волос. Благодаря</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">своим свойствам</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">принуждают рыбу к</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">постепенному приему</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">пищи. Рекомендуются</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">при ловле карпов, кефали</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">и сомов! Идеальны в</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">водоемах при температуре</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">от 15 градусов.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Время растворения:</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">12-20 часов</p>","CZ2003","426.49600"
"2273","Big Carp - Catfish Pellets, 28mm, 800g (пеллетс для сомов)","<p>Легко сверлится тонущий пеллетс для ловли крупного карпа или даже</p><p>сома. Проверенная и успешная приманка с идеально сбалансированным составом. Отлично подходит к использованию в теплое время года, когда рыба активно кормится.</p>","CZ2119","132.60800"
"2274","MAXXX Boilies, 800g, 16mm, strawberry-fish (клубника - рыба)","<p>Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p>насыщенные натуральными ароматизаторами и красительными добавками.</p><p>Благодаря совершенной структуре, они подходят для использования в качестве</p><p>приманки на подвязку или для кормления.</p>","CZ2010","189.95200"
"2275","MAXXX Boilies, 800g, 16mm, pineapple-scopex (ананас - скопекс)","<p>Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p>насыщенные натуральными ароматизаторами и красительными добавками.</p><p>Благодаря совершенной структуре, они подходят для использования в качестве</p><p>приманки на подвязку или для кормления.</p>","CZ2027","189.95200"
"2276","MAXXX Boilies, 800g, 16mm, black pepper-liver (черный перец-ливер)","<p>Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p>насыщенные натуральными ароматизаторами и красительными добавками.</p><p>Благодаря совершенной структуре, они подходят для использования в качестве</p><p>приманки на подвязку или для кормления.</p>","CZ2034","189.95200"
"2277","MAXXX Boilies, 800g, 16mm, spicy squid-krill (кальмар - криль)","<p>Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p>насыщенные натуральными ароматизаторами и красительными добавками.</p><p>Благодаря совершенной структуре, они подходят для использования в качестве</p><p>приманки на подвязку или для кормления.</p>","CZ2041","189.95200"
"2278","MAXXX Boilies, 800g, 16mm, spicy sausage-chilli-robin red (колбаса-специи)","<p>Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p>насыщенные натуральными ароматизаторами и красительными добавками.</p><p>Благодаря совершенной структуре, они подходят для использования в качестве</p><p>приманки на подвязку или для кормления.</p>","CZ2058","189.95200"
"2279","MAXXX Boilies, 800g, 20mm, strawberry-fish (клубника - рыба)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">насыщенные натуральными ароматизаторами и красительными добавками.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Благодаря совершенной структуре, они подходят для использования в качестве</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">приманки на подвязку или для кормления.</p>","CZ2065","189.95200"
"2280","MAXXX Boilies, 800g, 20mm, pineapple-scopex (ананас - скопекс)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">насыщенные натуральными ароматизаторами и красительными добавками.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Благодаря совершенной структуре, они подходят для использования в качестве</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">приманки на подвязку или для кормления.</p>","CZ2072","189.95200"
"2281","MAXXX Boilies, 800g, 20mm, black pepper-liver (черный перец-ливер)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">насыщенные натуральными ароматизаторами и красительными добавками.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Благодаря совершенной структуре, они подходят для использования в качестве</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">приманки на подвязку или для кормления.</p>","CZ2089","189.95200"
"2282","MAXXX Boilies, 800g, 20mm, spicy squid-krill (кальмар - криль)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">насыщенные натуральными ароматизаторами и красительными добавками.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Благодаря совершенной структуре, они подходят для использования в качестве</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">приманки на подвязку или для кормления.</p>","CZ2096","189.95200"
"2283","MAXXX Boilies, 800g, 20mm, spicy sausage-chilli-robin red (колбаса-специи)","<p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Высококачественные бойлы, изготовленные из специальных ингредиентов,</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">насыщенные натуральными ароматизаторами и красительными добавками.</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">Благодаря совершенной структуре, они подходят для использования в качестве</p><p style=""margin: 0px; padding: 0px; border: 0px; color: #6c6c6c; font-family: Arial; line-height: 18.2000007629395px;"">приманки на подвязку или для кормления.</p>","CZ2102","189.95200"
"2284","Boilie Paste, 600g, strawberry-fish (клубника - рыба)","<p>Паста позволяет усилить приманивающие свойства бойлов</p><p>Преимущества этой бойловой пасты в том, что ею можно обволакивать не только бойлы, а и любую другую приманку на Вашем крючке: просто поместите нужную приманку на крючок и</p><p>покройте ее с бойловой пастой. Советуем покрывать пастой не только бойл, а и крючок, так Вы добьетесь еще более высоких результатов.</p>","CZ2126","107.52000"
"2285","Boilie Paste, 600g, pineapple-scopex (ананас - скопекс)","<p>Паста позволяет усилить приманивающие свойства бойлов</p><p>Преимущества этой бойловой пасты в том, что ею можно обволакивать не только бойлы, а и любую другую приманку на Вашем крючке: просто поместите нужную приманку на крючок и</p><p>покройте ее с бойловой пастой. Советуем покрывать пастой не только бойл, а и крючок, так Вы добьетесь еще более высоких результатов.</p>","CZ2133","107.52000"
"2286","Boilie Paste, 600g, black pepper-liver (черный перец-ливер)","<p>Паста позволяет усилить приманивающие свойства бойлов</p><p>Преимущества этой бойловой пасты в том, что ею можно обволакивать не только бойлы, а и любую другую приманку на Вашем крючке: просто поместите нужную приманку на крючок и</p><p>покройте ее с бойловой пастой. Советуем покрывать пастой не только бойл, а и крючок, так Вы добьетесь еще более высоких результатов.</p>","CZ2140","107.52000"
"2287","Boilie Paste, 600g, spicy squid-krill (кальмар - криль)","<p>Паста позволяет усилить приманивающие свойства бойлов</p><p>Преимущества этой бойловой пасты в том, что ею можно обволакивать не только бойлы, а и любую другую приманку на Вашем крючке: просто поместите нужную приманку на крючок и</p><p>покройте ее с бойловой пастой. Советуем покрывать пастой не только бойл, а и крючок, так Вы добьетесь еще более высоких результатов.</p>","CZ2157","107.52000"
"2288","Boilie Paste, 600g, spicy sausage-chilli-robin red (колбаса-специи)","<p>Паста позволяет усилить приманивающие свойства бойлов</p><p>Преимущества этой бойловой пасты в том, что ею можно обволакивать не только бойлы, а и любую другую приманку на Вашем крючке: просто поместите нужную приманку на крючок и</p><p>покройте ее с бойловой пастой. Советуем покрывать пастой не только бойл, а и крючок, так Вы добьетесь еще более высоких результатов.</p>","CZ2164","107.52000"
"2289","Таблетки гейзер - Feeder Fizz Tablets, 100г. , strawberry (клубника)","<p>Фидер Fizz Таблетки</p><p>Специальные ароматизированные&nbsp;таблетки-гейзер для увеличения эффективности</p><p>прикормки, можно использовать подробив ее. Поместите ее</p><p>в середину прикормочного бунта или в кормушку залепив ее кормом.</p><p>Растворяется 3-8 минут в зависимости от температуры воды.</p>","CZ1792","122.75200"
"2290","Таблетки гейзер - Feeder Fizz Tablets, 100г. , cheese (сыр)","<p>Фидер Fizz Таблетки</p><p>Специальные ароматизированные&nbsp;таблетки-гейзер для увеличения эффективности</p><p>прикормки, можно использовать подробив ее. Поместите ее</p><p>в середину прикормочного бунта или в кормушку залепив ее кормом.</p><p>Растворяется 3-8 минут в зависимости от температуры воды.</p>","CZ1808","122.75200"
"2291","Таблетки гейзер - Feeder Fizz Tablets, 100г. , fish mix (рыбный микс)","<p>Фидер Fizz Таблетки</p><p>Специальные ароматизированные&nbsp;таблетки-гейзер для увеличения эффективности</p><p>прикормки, можно использовать подробив ее. Поместите ее</p><p>в середину прикормочного бунта или в кормушку залепив ее кормом.</p><p>Растворяется 3-8 минут в зависимости от температуры воды.</p>","CZ1815","122.75200"
